Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
80,Kevin Thompson,CLE,23,,1,0,,1,1,100,8,0,0,0,0,0,8,8,8,8,8,100,0,0,8,8,0,,
81,Tom Brady,NWE,23,,1,0,,1,3,33.3,6,0,0,0,0,0,6,2,2,6,6,42.4,0,0,2,2,0,,
82,Jermaine Lewis,BAL,26,,15,1,,1,1,100,3,0,0,0,0,1,3,3,3,3,0.2,79.2,0,0,3,3,0,,
83,Mike Alstott*,TAM,27,FB,13,13,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
84,Mitch Berger,MIN,28,,16,0,,0,1,0,0,0,0,1,100,0,0,0,-45,,0,0,0,0,0,-45,0,,
85,Jerome Bettis,PIT,28,RB,16,16,,0,2,0,0,0,0,1,50,0,0,0,-22.5,,0,0,0,0,0,-22.5,0,,
86,Travis Brown,SEA,23,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
87,Robert Chancey,SDG,28,,4,3,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
88,Koy Detmer,PHI,27,,16,0,,0,1,0,0,0,0,1,100,0,0,0,-45,,0,0,0,0,0,-45,0,,
89,Jeff Feagles,SEA,34,,16,0,,0,1,0,0,0,0,0,0,0,,0,0,,0,39.6,,,,,,,
90,Ahman Green,GNB,23,RB,16,11,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
91,Mark Hartsell,CHI,27,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
92,Bobby Hoying,OAK,28,,4,0,,0,2,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
93,Jarious Jackson,DEN,23,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,1,5,-2.5,-2.5,50,,
94,Jerry Rice,SFO,38,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
95,Torrance Small,PHI,30,WR,14,14,,0,1,0,0,0,0,1,100,0,0,0,-45,,0,0,0,0,0,-45,0,,
96,Lamar Smith,MIA,30,RB,15,15,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
97,Ken Walter,CAR,28,,16,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
98,Todd Husak,WAS,22,,1,0,,2,2,100,-2,0,0,0,0,0,6,-1,-1,-1,-2,79.2,0,0,-1,-1,0,,
99,Tim Rattay,SFO,23,,1,0,,1,1,100,-4,0,0,0,0,0,-4,-4,-4,-4,-4,79.2,0,0,-4,-4,0,,
